Core Code,Site Name,Item Description,Latitude,Latitude Hemisphere,Longitude,Longitude Hemisphere,physical_coordinates,Geometry WKT,Country,Region,Altitude,Water Depth,Collection Year,Collection Date,Project,Core Type,Format,Recovery Length,Storage Location,Delivered To,Chief Scientist,Cruise Name,Cruise Leader,Core Provider,Owner,Age Uncalibrated,Age Uncalibrated SD,Basal Age,Basal Age Calibrated,Oldest Sample Age,Publication,Cruise Report,Notes,Comments,
sample_alias,locality,description,decimalLatitude,LatitudeHemisphere,decimalLongitude,LongitudeHemisphere,physical_coordinates,footprintWKT,geo_loc_name,higherGeography,elev,depth,year,collection_date,project_name,samplingProtocol,preparationType,core_length,storage_location,custodian,collected_by,eventID,recordedBy,institutionCode,ownerInstitutionCode,age,ageUncertainty,basal_age_14C_BP,basal_age_cal_BP,oldest_sample_age_cal_BP,bibliographicCitation,associatedReferences,occurrenceRemarks,eventRemarks,source
K1447,Vøring Plateau,JM98-626/1 423-465,66.39433333,N,5.959833333,E,01.13.05.06,POINT(5.959833333 66.39433333),,,,733,1998,14.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00617-5,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1448,Vøring Plateau,"JM98-627/1, Del1 310-411 work",66.2835,N,6.079666667,E,01.13.05.06,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1451,Vøring Plateau,"JM98-627/1, Del3 109-209 archive",66.2835,N,6.079666667,E,01.13.05.07,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1452,Vøring Plateau,"JM98-626/1, Del1 323-423 archive",66.39433333,N,5.959833333,E,01.13.05.07,POINT(5.959833333 66.39433333),,,,733,1998,14.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00617-5,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1453,Vøring Plateau,"JM98-627/1, Del2 209-310",66.2835,N,6.079666667,E,01.13.05.08,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1456,Vøring Plateau,"JM98-627, Del2 209-310",66.2835,N,6.079666667,E,01.13.05.08,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1457,Vøring Plateau,"JM98-626/1, Del2 221-323 archive",66.39433333,N,5.959833333,E,01.13.06.01,POINT(5.959833333 66.39433333),,,,733,1998,14.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00617-5,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1458,Vøring Plateau,"JM98-627/1, Del3 109-209 work",66.2835,N,6.079666667,E,01.13.06.01,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1461,Vøring Plateau,"JM98-627/1, Del1 310-411 archive",66.2835,N,6.079666667,E,01.13.06.02,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1462,Vøring Plateau,"JM98-626/1, Del3 121-221 archive",66.39433333,N,5.959833333,E,01.14.11.03,POINT(5.959833333 66.39433333),,,,733,1998,14.07.1998,ENAM,Gravity Core,Dtube,420,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00617-5,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
K1463,Vøring Plateau,"JM98-627/1, Del4 0-109 work",66.2835,N,6.079666667,E,01.14.11.04,POINT(6.079666667 66.2835),,,,612,1998,14.07.1998,ENAM,Gravity Core,Dtube,405,,,,JM980709,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1998\JM980709,,,Floyalager
